feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
X.Eubacterium..ventriosum.group	location	Cabo Douglas	0.0673818888614803	0.0744666516590487	68	68	0.389008430185034	0.635781843800802
Paraclostridium	location	Cabo Douglas	-0.0564844955246473	0.0707249810212104	68	68	0.427402014759684	0.679459613207703
Clostridium.sensu.stricto.2	location	Cabo Douglas	0.045542114602016	0.0643098097996309	68	68	0.481373130845832	0.695442386713871
Hespellia	location	Cabo Douglas	0.0948388435001854	0.134213195954849	68	68	0.482322945624136	0.695442386713871
Epulopiscium	location	Cabo Douglas	-0.0469840679636501	0.0572965375084878	68	68	0.451856800606584	0.695442386713871
Lachnospiraceae.UCG.001	location	Cabo Douglas	0.0468263239572813	0.0651078283762825	68	68	0.474588231712048	0.695442386713871
Romboutsia	location	Cabo Douglas	0.0296322950415421	0.0433516175314326	68	68	0.496699072160426	0.699894147135146
X.Eubacterium..ruminantium.group	location	Punta Espinoza	0.0461771462583877	0.0686428929416722	68	68	0.508382954361333	0.700438737120059
Lachnospiraceae.NC2004.group	location	Punta Espinoza	0.0587740423506792	0.0924329038572562	68	68	0.527102637074575	0.710442684752688
Roseburia	location	Cabo Douglas	0.0393567658633974	0.0642435059308341	68	68	0.542265993075319	0.715329607886591
Terrisporobacter	location	Cabo Douglas	0.0286407283381931	0.0471497547404543	68	68	0.559339780927922	0.722480550365232
uncultured	location	Punta Espinoza	0.0348583165160764	0.0652885598137919	68	68	0.595224016111692	0.735533736614461
Anaerosporobacter	location	Cabo Douglas	-0.0865385900667863	0.161771779276393	68	68	0.605071405490966	0.735533736614461
Blautia	location	Punta Espinoza	-0.0242487752466027	0.048240504621228	68	68	0.616899262966967	0.735533736614461
X.Eubacterium..ventriosum.group	location	Punta Espinoza	-0.0366627092096653	0.0714345293792607	68	68	0.615218723341766	0.735533736614461
Agathobacter	location	Punta Espinoza	-0.027713915438743	0.0609306730043346	68	68	0.650737412390393	0.761239991852912
Cellulosilyticum	location	Cabo Douglas	0.0311815461401541	0.070234788546908	68	68	0.67202341383151	0.765649886954365
Romboutsia	location	Punta Espinoza	0.0180089563596592	0.0433516175314326	68	68	0.679205544878872	0.765649886954365
Fonticella	location	Cabo Douglas	0.0318904084360064	0.0828101004623461	68	68	0.701418493231368	0.776570474649014
Terrisporobacter	location	Punta Espinoza	-0.0157395771260371	0.0449665397309163	68	68	0.731383872731257	0.781824139816171
Intestinibacter	location	Cabo Douglas	0.0219878083763003	0.061736710957142	68	68	0.72287826857014	0.781824139816171
Lachnoclostridium	location	Punta Espinoza	0.0181633168137503	0.0558463845212026	68	68	0.746046205107888	0.783980757909984
Lachnospiraceae.NK4A136.group	location	Cabo Douglas	0.0153353955116895	0.0718050190481783	68	68	0.831550909910152	0.840513820662038
Lachnospiraceae.NK4A136.group	location	Punta Espinoza	-0.0145077302152969	0.0718050190481783	68	68	0.840513820662038	0.840513820662038
Lachnospiraceae.UCG.008	location	Punta Espinoza	0.014552035188601	0.0664060205701992	68	68	0.831595818402464	0.840513820662038
