Id,Label,timeset,type,superclass,class,gene,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,componentnumber,clustering,triangles,eigencentrality
1659,EFRA,,ARG,multidrug,multidrug,EFRA,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1660,EFRB,,ARG,multidrug,multidrug,EFRB,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1661,EMRB-QACA_FAMILY_MAJOR_FACILITATOR_TRANSPORTER,,ARG,multidrug,multidrug,EMRB-QACA_FAMILY_MAJOR_FACILITATOR_TRANSPORTER,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1668,feoB,,Virulence,Nutritional/Metabolic factor,Nutritional/Metabolic factor,feoB,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1678,galE,,Virulence,Immune modulation,Immune modulation,galE,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1683,gmd,,Virulence,Immune modulation,Immune modulation,gmd,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1685,groEL,,Virulence,Adherence,Adherence,groEL,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1686,hasC,,Virulence,Immune modulation,Immune modulation,hasC,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1697,integration/excision-hin,,MGE,integration/excision,hin,integration/excision-hin,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1702,integration/excision-NA,,MGE,integration/excision,NA,integration/excision-NA,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1703,integration/excision-NA:Keyword,,MGE,integration/excision,NA:Keyword,integration/excision-NA:Keyword,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1704,integration/excision-NGR_a00170,,MGE,integration/excision,NGR_a00170,integration/excision-NGR_a00170,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1707,integration/excision-orf19,,MGE,integration/excision,orf19,integration/excision-orf19,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1708,integration/excision-orf23,,MGE,integration/excision,orf23,integration/excision-orf23,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1709,integration/excision-ORFC,,MGE,integration/excision,ORFC,integration/excision-ORFC,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1710,integration/excision-pinR,,MGE,integration/excision,pinR,integration/excision-pinR,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1712,integration/excision-R00164,,MGE,integration/excision,R00164,integration/excision-R00164,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1718,integration/excision-tndX,,MGE,integration/excision,tndX,integration/excision-tndX,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1726,Integron-insF,,MGE,Integron,insF,Integron-insF,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1727,Integron-insF1,,MGE,Integron,insF1,Integron-insF1,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1729,Integron-insH6,,MGE,Integron,insH6,Integron-insH6,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1730,Integron-insK,,MGE,Integron,insK,Integron-insK,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1733,Integron-insQ,,MGE,Integron,insQ,Integron-insQ,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1734,Integron-int,,MGE,Integron,int,Integron-int,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1735,Integron-int-Tn_2,,MGE,Integron,int-Tn_2,Integron-int-Tn_2,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1743,Intron-ltrA,,MGE,Intron,ltrA,Intron-ltrA,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1746,inversion-NA:Keyword,,MGE,inversion,NA:Keyword,inversion-NA:Keyword,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1750,KASUGAMYCIN_RESISTANCE_PROTEIN_KSGA,,ARG,aminoglycoside,aminoglycoside,KASUGAMYCIN_RESISTANCE_PROTEIN_KSGA,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1760,LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE,,ARG,MLS,MLS,LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1764,MARA,,ARG,multidrug,multidrug,MARA,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1765,MARR,,ARG,multidrug,multidrug,MARR,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1766,MDTK,,ARG,multidrug,multidrug,MDTK,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1768,MEPA,,ARG,multidrug,multidrug,MEPA,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1773,MTRA,,ARG,multidrug,multidrug,MTRA,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1775,MULTIDRUG_ABC_TRANSPORTER,,ARG,multidrug,multidrug,MULTIDRUG_ABC_TRANSPORTER,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1778,OMPR,,ARG,multidrug,multidrug,OMPR,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1783,Phage-2,,MGE,Phage,2,Phage-2,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1785,Phage-34,,MGE,Phage,34,Phage-34,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1788,Phage-ant,,MGE,Phage,ant,Phage-ant,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1791,Phage-brxL,,MGE,Phage,brxL,Phage-brxL,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1793,Phage-cca,,MGE,Phage,cca,Phage-cca,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1795,Phage-clpB,,MGE,Phage,clpB,Phage-clpB,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1796,Phage-clpC,,MGE,Phage,clpC,Phage-clpC,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1797,Phage-clpP,,MGE,Phage,clpP,Phage-clpP,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1801,Phage-clpX,,MGE,Phage,clpX,Phage-clpX,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1805,Phage-dnaK,,MGE,Phage,dnaK,Phage-dnaK,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1811,Phage-ftsH,,MGE,Phage,ftsH,Phage-ftsH,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1816,Phage-gpF1,,MGE,Phage,gpF1,Phage-gpF1,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1820,Phage-groL,,MGE,Phage,groL,Phage-groL,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1821,Phage-groS,,MGE,Phage,groS,Phage-groS,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1823,Phage-hflB,,MGE,Phage,hflB,Phage-hflB,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1826,Phage-hfq,,MGE,Phage,hfq,Phage-hfq,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1830,Phage-kilA,,MGE,Phage,kilA,Phage-kilA,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1834,Phage-lexA,,MGE,Phage,lexA,Phage-lexA,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1837,Phage-NA:Keyword,,MGE,Phage,NA:Keyword,Phage-NA:Keyword,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1840,Phage-nusA,,MGE,Phage,nusA,Phage-nusA,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1842,Phage-nusG,,MGE,Phage,nusG,Phage-nusG,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1851,Phage-qmcA,,MGE,Phage,qmcA,Phage-qmcA,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1853,Phage-rex,,MGE,Phage,rex,Phage-rex,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1856,Phage-ssb,,MGE,Phage,ssb,Phage-ssb,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1858,Phage-ssb_2,,MGE,Phage,ssb_2,Phage-ssb_2,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1862,Phage-tadA,,MGE,Phage,tadA,Phage-tadA,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1864,Phage-thyA,,MGE,Phage,thyA,Phage-thyA,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1877,Plasmid-copR,,MGE,Plasmid,copR,Plasmid-copR,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1880,Plasmid-ftsK,,MGE,Plasmid,ftsK,Plasmid-ftsK,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1881,Plasmid-gp26,,MGE,Plasmid,gp26,Plasmid-gp26,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1883,Plasmid-groL,,MGE,Plasmid,groL,Plasmid-groL,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1884,Plasmid-mob,,MGE,Plasmid,mob,Plasmid-mob,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1887,Plasmid-mobC,,MGE,Plasmid,mobC,Plasmid-mobC,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1891,Plasmid-orf20,,MGE,Plasmid,orf20,Plasmid-orf20,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1892,Plasmid-ORF5,,MGE,Plasmid,ORF5,Plasmid-ORF5,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1893,Plasmid-pilT,,MGE,Plasmid,pilT,Plasmid-pilT,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1897,Plasmid-recD2,,MGE,Plasmid,recD2,Plasmid-recD2,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1904,Plasmid-traG,,MGE,Plasmid,traG,Plasmid-traG,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1906,Plasmid-traI,,MGE,Plasmid,traI,Plasmid-traI,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1907,Plasmid-traJ,,MGE,Plasmid,traJ,Plasmid-traJ,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1908,Plasmid-traK,,MGE,Plasmid,traK,Plasmid-traK,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1911,Plasmid-traN,,MGE,Plasmid,traN,Plasmid-traN,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1914,Plasmid-traQ,,MGE,Plasmid,traQ,Plasmid-traQ,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1933,PMRF,,ARG,peptide,peptide,PMRF,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1935,RAMA,,ARG,multidrug,multidrug,RAMA,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1938,"regulation,competence-abrB",,MGE,"regulation,competence",abrB,"regulation,competence-abrB",243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1939,"regulation,competence-dut",,MGE,"regulation,competence",dut,"regulation,competence-dut",243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1942,"regulation,competence-mazG",,MGE,"regulation,competence",mazG,"regulation,competence-mazG",243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1943,replication/recombination/repair-addA,,MGE,replication/recombination/repair,addA,replication/recombination/repair-addA,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1945,replication/recombination/repair-alkA,,MGE,replication/recombination/repair,alkA,replication/recombination/repair-alkA,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1948,replication/recombination/repair-clpB,,MGE,replication/recombination/repair,clpB,replication/recombination/repair-clpB,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1950,replication/recombination/repair-dinB,,MGE,replication/recombination/repair,dinB,replication/recombination/repair-dinB,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1951,replication/recombination/repair-dinD,,MGE,replication/recombination/repair,dinD,replication/recombination/repair-dinD,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1952,replication/recombination/repair-dinG,,MGE,replication/recombination/repair,dinG,replication/recombination/repair-dinG,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1954,replication/recombination/repair-dmdA_1,,MGE,replication/recombination/repair,dmdA_1,replication/recombination/repair-dmdA_1,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1955,replication/recombination/repair-dnaA,,MGE,replication/recombination/repair,dnaA,replication/recombination/repair-dnaA,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1956,replication/recombination/repair-dnaB,,MGE,replication/recombination/repair,dnaB,replication/recombination/repair-dnaB,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1960,replication/recombination/repair-dnaE,,MGE,replication/recombination/repair,dnaE,replication/recombination/repair-dnaE,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1961,replication/recombination/repair-dnaG,,MGE,replication/recombination/repair,dnaG,replication/recombination/repair-dnaG,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1962,replication/recombination/repair-dnaJ,,MGE,replication/recombination/repair,dnaJ,replication/recombination/repair-dnaJ,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1963,replication/recombination/repair-dnaN,,MGE,replication/recombination/repair,dnaN,replication/recombination/repair-dnaN,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1967,replication/recombination/repair-dnaX,,MGE,replication/recombination/repair,dnaX,replication/recombination/repair-dnaX,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1969,replication/recombination/repair-exoA_2,,MGE,replication/recombination/repair,exoA_2,replication/recombination/repair-exoA_2,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1972,replication/recombination/repair-ftsK,,MGE,replication/recombination/repair,ftsK,replication/recombination/repair-ftsK,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1973,replication/recombination/repair-ftsK_2,,MGE,replication/recombination/repair,ftsK_2,replication/recombination/repair-ftsK_2,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1974,replication/recombination/repair-ftsZ,,MGE,replication/recombination/repair,ftsZ,replication/recombination/repair-ftsZ,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1975,replication/recombination/repair-gyrA,,MGE,replication/recombination/repair,gyrA,replication/recombination/repair-gyrA,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1976,replication/recombination/repair-gyrB,,MGE,replication/recombination/repair,gyrB,replication/recombination/repair-gyrB,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1982,replication/recombination/repair-hup,,MGE,replication/recombination/repair,hup,replication/recombination/repair-hup,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1983,replication/recombination/repair-immR_3,,MGE,replication/recombination/repair,immR_3,replication/recombination/repair-immR_3,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1985,replication/recombination/repair-impB,,MGE,replication/recombination/repair,impB,replication/recombination/repair-impB,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1988,replication/recombination/repair-ligA,,MGE,replication/recombination/repair,ligA,replication/recombination/repair-ligA,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1995,replication/recombination/repair-mutL,,MGE,replication/recombination/repair,mutL,replication/recombination/repair-mutL,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1996,replication/recombination/repair-mutS,,MGE,replication/recombination/repair,mutS,replication/recombination/repair-mutS,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1998,replication/recombination/repair-mutS2,,MGE,replication/recombination/repair,mutS2,replication/recombination/repair-mutS2,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
1999,replication/recombination/repair-mutT,,MGE,replication/recombination/repair,mutT,replication/recombination/repair-mutT,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
2000,replication/recombination/repair-mutY,,MGE,replication/recombination/repair,mutY,replication/recombination/repair-mutY,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
2002,replication/recombination/repair-NA:Keyword,,MGE,replication/recombination/repair,NA:Keyword,replication/recombination/repair-NA:Keyword,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
2005,replication/recombination/repair-nfo,,MGE,replication/recombination/repair,nfo,replication/recombination/repair-nfo,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
2006,replication/recombination/repair-nth,,MGE,replication/recombination/repair,nth,replication/recombination/repair-nth,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
2011,replication/recombination/repair-parB,,MGE,replication/recombination/repair,parB,replication/recombination/repair-parB,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
2012,replication/recombination/repair-parC,,MGE,replication/recombination/repair,parC,replication/recombination/repair-parC,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
2015,replication/recombination/repair-pcrA,,MGE,replication/recombination/repair,pcrA,replication/recombination/repair-pcrA,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
2017,replication/recombination/repair-polA,,MGE,replication/recombination/repair,polA,replication/recombination/repair-polA,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
2019,replication/recombination/repair-polA_2,,MGE,replication/recombination/repair,polA_2,replication/recombination/repair-polA_2,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
2021,replication/recombination/repair-polC,,MGE,replication/recombination/repair,polC,replication/recombination/repair-polC,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
2023,replication/recombination/repair-priA,,MGE,replication/recombination/repair,priA,replication/recombination/repair-priA,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
2027,replication/recombination/repair-radA,,MGE,replication/recombination/repair,radA,replication/recombination/repair-radA,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
2029,replication/recombination/repair-rarA,,MGE,replication/recombination/repair,rarA,replication/recombination/repair-rarA,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
2030,replication/recombination/repair-rdgB,,MGE,replication/recombination/repair,rdgB,replication/recombination/repair-rdgB,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
2032,replication/recombination/repair-recA,,MGE,replication/recombination/repair,recA,replication/recombination/repair-recA,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
2037,replication/recombination/repair-recF,,MGE,replication/recombination/repair,recF,replication/recombination/repair-recF,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
2038,replication/recombination/repair-recG,,MGE,replication/recombination/repair,recG,replication/recombination/repair-recG,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
2039,replication/recombination/repair-recJ,,MGE,replication/recombination/repair,recJ,replication/recombination/repair-recJ,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
2040,replication/recombination/repair-recN,,MGE,replication/recombination/repair,recN,replication/recombination/repair-recN,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
2041,replication/recombination/repair-recQ,,MGE,replication/recombination/repair,recQ,replication/recombination/repair-recQ,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
2042,replication/recombination/repair-recR,,MGE,replication/recombination/repair,recR,replication/recombination/repair-recR,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
2045,replication/recombination/repair-recU,,MGE,replication/recombination/repair,recU,replication/recombination/repair-recU,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
2047,replication/recombination/repair-rep,,MGE,replication/recombination/repair,rep,replication/recombination/repair-rep,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
2048,replication/recombination/repair-repA,,MGE,replication/recombination/repair,repA,replication/recombination/repair-repA,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
2052,replication/recombination/repair-res,,MGE,replication/recombination/repair,res,replication/recombination/repair-res,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
2056,replication/recombination/repair-rnhA,,MGE,replication/recombination/repair,rnhA,replication/recombination/repair-rnhA,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
2057,replication/recombination/repair-rnhB,,MGE,replication/recombination/repair,rnhB,replication/recombination/repair-rnhB,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
2058,replication/recombination/repair-rnj,,MGE,replication/recombination/repair,rnj,replication/recombination/repair-rnj,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
2059,replication/recombination/repair-rnr,,MGE,replication/recombination/repair,rnr,replication/recombination/repair-rnr,243,243,1,1,1,0.037657,0.064037,0.064037,16,0.000898,4,0.999694,29394,1
